"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleantext","date","popular"
"2599","RT @caiwilkinson: @ATRWibben suggest mandatory attendance at #TA29 Resisting (Everyday) Sexism in the Academy: Stories &amp; Strategies for the…",FALSE,0,NA,2015-02-18 03:49:35,FALSE,NA,"567893665340739584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VaittinenTiina",8,TRUE,FALSE,NA,NA,"    suggest mandatory attendance at  TA Resisting  Everyday  Sexism in the Academy  Stories  Strategies for the",2015-02-17 21:49:35,8
"2600","RT @raulpacheco: Best advice EVER RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, …",FALSE,0,NA,2015-02-18 03:45:30,FALSE,NA,"567892639002927104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VaittinenTiina",5,TRUE,FALSE,NA,NA,"   Best advice EVER    Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  ",2015-02-17 21:45:30,5
"2601","Everyone on my flights to #NOLA for #MardiGras ... I mean ... #ISA2015 ... is in for a real treat #musicalthrowbacks #endlessdanceparty",FALSE,3,NA,2015-02-18 03:44:05,FALSE,NA,"567892280775962624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","mollyshewrote",0,FALSE,FALSE,NA,NA,"Everyone on my flights to  NOLA for  MardiGras     I mean      ISA     is in for a real treat  musicalthrowbacks  endlessdanceparty",2015-02-17 21:44:05,3
"2602","RT @ALupel: I go back &amp; forth: is it evil genius or cruel joke that #ISA2015 starts the morning after #MardiGras ? @isanet http://t.co/cNJi…",FALSE,0,NA,2015-02-18 03:43:24,FALSE,NA,"567892109413326848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VjosaMusliu",2,TRUE,FALSE,NA,NA,"   I go back  forth  is it evil genius or cruel joke that  ISA starts the morning after  MardiGras    ",2015-02-17 21:43:24,2
"2603","Wednesday afternoon FTGS panel: #WD46 Diplomacy and Gender at the UN (III), 4:00pm, Grand Salon 4, Hilton #ISA2015",FALSE,1,NA,2015-02-18 03:40:03,FALSE,NA,"567891268132433920",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",0,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WD Diplomacy and Gender at the UN  III    pm  Grand Salon   Hilton  ISA",2015-02-17 21:40:03,1
"2604","RT @lightlight: Overheard on Nola flight: ""so you're going to a political science conference? Do you all just have a lot of opinionated arg…",FALSE,0,NA,2015-02-18 03:38:28,FALSE,NA,"567890865970106368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJGalbreath",2,TRUE,FALSE,NA,NA,"   Overheard on Nola flight   so you re going to a political science conference  Do you all just have a lot of opinionated arg",2015-02-17 21:38:28,2
"2605","Back in the Big Easy. Had forgot about all the nice billowing refineries flying in along the mighty Mississippi. #ISA2015 here we go.",FALSE,0,NA,2015-02-18 03:31:53,FALSE,NA,"567889210818060288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andreasson71",0,FALSE,FALSE,NA,NA,"Back in the Big Easy  Had forgot about all the nice billowing refineries flying in along the mighty Mississippi   ISA here we go ",2015-02-17 21:31:53,0
"2606","RT @ATRWibben: Two ISA journals need new editorial teams - International Political Sociology &amp; International Studies Review - announcement …",FALSE,0,NA,2015-02-18 03:27:30,FALSE,NA,"567888109490348032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJGalbreath",5,TRUE,FALSE,NA,NA,"   Two ISA journals need new editorial teams   International Political Sociology  International Studies Review   announcement ",2015-02-17 21:27:30,5
"2607","RT @michellefrasher: And again, #ISA2015 schedules #security &amp; #illicit #finance panels at the same time.  I need a clone, or a secretary.",FALSE,0,NA,2015-02-18 03:26:38,FALSE,NA,"567887890405007360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrokeWorkingGuy",2,TRUE,FALSE,NA,NA,"   And again   ISA schedules  security   illicit  finance panels at the same time   I need a clone  or a secretary ",2015-02-17 21:26:38,2
"2608","RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, be kind.",FALSE,0,NA,2015-02-18 03:25:31,FALSE,NA,"567887609596260352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seenfromafar",21,TRUE,FALSE,NA,NA,"   Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  be kind ",2015-02-17 21:25:31,21
"2609","Wednesday afternoon FTGS panel: #WD02 FTGS Eminent Scholar Panel Honoring Shirin M. Rai, 4:00pm, Versailles Ballroom, Hilton
 #ISA2015",FALSE,2,NA,2015-02-18 03:25:03,FALSE,NA,"567887493065867266",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",1,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WD FTGS Eminent Scholar Panel Honoring Shirin M  Rai   pm  Versailles Ballroom  Hilton  ISA",2015-02-17 21:25:03,3
"2610","Great #ISA2015 workshop today on political economy of security. Very happy to have names with faces. Thx @kaijaschilde",FALSE,1,NA,2015-02-18 03:24:49,FALSE,NA,"567887431304945664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJGalbreath",1,FALSE,FALSE,NA,NA,"Great  ISA workshop today on political economy of security  Very happy to have names with faces  Thx ",2015-02-17 21:24:49,2
"2611","To pack running shoes for #ISA2015, or just enjoy beignets and deal with the health effects later….",FALSE,1,NA,2015-02-18 03:21:39,FALSE,NA,"567886636094066688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seenfromafar",0,FALSE,FALSE,NA,NA,"To pack running shoes for  ISA  or just enjoy beignets and deal with the health effects later ",2015-02-17 21:21:39,1
"2612","Making friends at #ISA2015 w/ @palomaraggo in #NOLA http://t.co/GtfkVvIucV",FALSE,4,NA,2015-02-18 03:18:09,FALSE,NA,"567885753402945536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lightlight",0,FALSE,FALSE,NA,NA,"Making friends at  ISA w   in  NOLA ",2015-02-17 21:18:09,4
"2613","Yes! Must do: MT ""@Allison_Good1: if you are an #ISA2015 goer in New Orleans turn the TV to a local station for a culture shock. #RexComus”",FALSE,0,"Allison_Good1",2015-02-18 03:15:01,FALSE,"567868781961306112","567884967700606979","24398702","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RachelNavarre",0,FALSE,FALSE,NA,NA,"Yes  Must do  MT    if you are an  ISA goer in New Orleans turn the TV to a local station for a culture shock   RexComus",2015-02-17 21:15:01,0
"2614","Seriously, there’s a bar in this “shuttle” to the Hilton Riverside. Haven’t seen beads yet. #ISA2015 #mardigras",FALSE,0,NA,2015-02-18 03:14:21,FALSE,NA,"567884799110705152",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","wnomikos",0,FALSE,FALSE,NA,NA,"Seriously  theres a bar in this shuttle to the Hilton Riverside  Havent seen beads yet   ISA  mardigras",2015-02-17 21:14:21,0
"2615","Apparently the NOLA airport shuttle company has run out of regular shuttles. Only party trolleys left now. #ISA2015 #mardigras",FALSE,0,NA,2015-02-18 03:13:32,FALSE,NA,"567884595452063744",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","wnomikos",0,FALSE,FALSE,NA,NA,"Apparently the NOLA airport shuttle company has run out of regular shuttles  Only party trolleys left now   ISA  mardigras",2015-02-17 21:13:32,0
"2616","Wednesday afternoon FTGS panel: #WC60 Women in Conflict: Perspectives, 1:45pm, Chequers, Hilton
 #ISA2015",FALSE,1,NA,2015-02-18 03:10:14,FALSE,NA,"567883761003548673",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",1,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WC Women in Conflict  Perspectives   pm  Chequers  Hilton  ISA",2015-02-17 21:10:14,2
"2617","I go back &amp; forth: is it evil genius or cruel joke that #ISA2015 starts the morning after #MardiGras ? @isanet http://t.co/cNJifoZKHl",FALSE,3,NA,2015-02-18 02:57:01,FALSE,NA,"567880436141162496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ALupel",2,FALSE,FALSE,NA,NA,"I go back  forth  is it evil genius or cruel joke that  ISA starts the morning after  MardiGras    ",2015-02-17 20:57:01,5
"2618","RT @ftgs_isa: Wednesday afternoon FTGS panel: #WC40 Girls, Gender and the Post-2015 Global Development Agenda, 1:45pm, Starboard, Hilton
 #…",FALSE,0,NA,2015-02-18 02:56:36,FALSE,NA,"567880332218728448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","psephy",2,TRUE,FALSE,NA,NA,"   Wednesday afternoon FTGS panel   WC Girls  Gender and the Post  Global Development Agenda   pm  Starboard  Hilton  ",2015-02-17 20:56:36,2
"2619","RT @raulpacheco: We honor the life of Dr. JoAnn Carmin at #ISA2015 tomorrow afternoon. Dr. Carmin collaborated with @julianagyeman in a num…",FALSE,0,NA,2015-02-18 02:56:26,FALSE,NA,"567880291735445504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VaneBailo",2,TRUE,FALSE,NA,NA,"   We honor the life of Dr  JoAnn Carmin at  ISA tomorrow afternoon  Dr  Carmin collaborated with  in a num",2015-02-17 20:56:26,2
"2620","Wednesday afternoon FTGS panel: #WC40 Girls, Gender and the Post-2015 Global Development Agenda, 1:45pm, Starboard, Hilton
 #ISA2015",FALSE,1,NA,2015-02-18 02:55:16,FALSE,NA,"567879996456316928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",2,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WC Girls  Gender and the Post  Global Development Agenda   pm  Starboard  Hilton  ISA",2015-02-17 20:55:16,3
"2621","@asreese This has potential to be the livetweet of #ISA2015. Keep it up!",FALSE,0,"asreese",2015-02-18 02:54:20,FALSE,"567879413259350016","567879760761729024","37803725","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","adamnowek",0,FALSE,FALSE,NA,NA," This has potential to be the livetweet of  ISA  Keep it up ",2015-02-17 20:54:20,0
"2622","#ISA2015 update: the drunk bros next door have acquired a tambourine. Escalation inevitable. Their tambourine vs my angry 6 month old twins.",FALSE,1,NA,2015-02-18 02:52:57,FALSE,NA,"567879413259350016",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","asreese",0,FALSE,FALSE,NA,NA," ISA update  the drunk bros next door have acquired a tambourine  Escalation inevitable  Their tambourine vs my angry  month old twins ",2015-02-17 20:52:57,1
"2623","RT @asreese: I like to imagine the incredibly drunk bros in the hotel room next to ours are here for #ISA2015 and are yelling about constru…",FALSE,0,NA,2015-02-18 02:48:55,FALSE,NA,"567878398225170432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seenfromafar",2,TRUE,FALSE,NA,NA,"   I like to imagine the incredibly drunk bros in the hotel room next to ours are here for  ISA and are yelling about constru",2015-02-17 20:48:55,2
"2624","I like to imagine the incredibly drunk bros in the hotel room next to ours are here for #ISA2015 and are yelling about constructivism",FALSE,4,NA,2015-02-18 02:45:15,FALSE,NA,"567877475461517312",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","asreese",2,FALSE,FALSE,NA,NA,"I like to imagine the incredibly drunk bros in the hotel room next to ours are here for  ISA and are yelling about constructivism",2015-02-17 20:45:15,6
"2625","RT @isanet: #ISA2015 cancelled panels: WA73, WB09, WB25, WB37, WC13, WC80, WD80, TA70, TA73, TC32, FB62, FC10, FC50, FD73, SB33, SC27.",FALSE,0,NA,2015-02-18 02:43:40,FALSE,NA,"567877076696432640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seenfromafar",4,TRUE,FALSE,NA,NA,"    ISA cancelled panels  WA  WB  WB  WB  WC  WC  WD  TA  TA  TC  FB  FC  FC  FD  SB  SC ",2015-02-17 20:43:40,4
"2626","#Machiavelli caught in the mardi gras parade for #ISA2015 http://t.co/23mNfND0H4",FALSE,0,NA,2015-02-18 02:43:02,FALSE,NA,"567876918738956289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mustafatagma",0,FALSE,FALSE,NA,NA," Machiavelli caught in the mardi gras parade for  ISA ",2015-02-17 20:43:02,0
"2627","RT @OhioES: Faculty going places - @ohiou @VoinovichSchool @geoffdabelko heading to #ISA2015 &amp; environmental #peacebuilding panel http://t.…",FALSE,0,NA,2015-02-18 02:37:42,FALSE,NA,"567875573562884096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FlorianKrampe",2,TRUE,FALSE,NA,NA,"   Faculty going places      heading to  ISA  environmental  peacebuilding panel ",2015-02-17 20:37:42,2
"2628","RT @ftgs_isa: Wednesday afternoon FTGS panel: #WC19 Do We Know Gender in Peacebuilding? Gender Mainstreaming &amp; #UNSCR1325, 1:45, Chart B, H…",FALSE,0,NA,2015-02-18 02:37:33,FALSE,NA,"567875536367779840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FlorianKrampe",3,TRUE,FALSE,NA,NA,"   Wednesday afternoon FTGS panel   WC Do We Know Gender in Peacebuilding  Gender Mainstreaming   UNSCR     Chart B  H",2015-02-17 20:37:33,3
"2629","RT @ftgs_isa: Wednesday afternoon FTGS panel: #WC19 Do We Know Gender in Peacebuilding? Gender Mainstreaming &amp; #UNSCR1325, 1:45, Chart B, H…",FALSE,0,NA,2015-02-18 02:36:03,FALSE,NA,"567875159870156800",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","psephy",3,TRUE,FALSE,NA,NA,"   Wednesday afternoon FTGS panel   WC Do We Know Gender in Peacebuilding  Gender Mainstreaming   UNSCR     Chart B  H",2015-02-17 20:36:03,3
"2630","Wednesday afternoon FTGS panel: #WC19 Do We Know Gender in Peacebuilding? Gender Mainstreaming &amp; #UNSCR1325, 1:45, Chart B, Hilton #ISA2015",FALSE,1,NA,2015-02-18 02:35:02,FALSE,NA,"567874905443708929",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",3,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WC Do We Know Gender in Peacebuilding  Gender Mainstreaming   UNSCR     Chart B  Hilton  ISA",2015-02-17 20:35:02,4
"2631","Faculty going places - @ohiou @VoinovichSchool @geoffdabelko heading to #ISA2015 &amp; environmental #peacebuilding panel http://t.co/aS14DQMKl0",FALSE,2,NA,2015-02-18 02:32:16,FALSE,NA,"567874209440878594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhioES",2,FALSE,FALSE,NA,NA,"Faculty going places      heading to  ISA  environmental  peacebuilding panel ",2015-02-17 20:32:16,4
"2632","RT @ftgs_isa: Wednesday afternoon FTGS panel: #WC18 Embodiment, Experience &amp; War: Methodological Challenges &amp; Reflections 1:45pm, Chart A, …",FALSE,0,NA,2015-02-18 02:28:00,FALSE,NA,"567873135963291648",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","psephy",2,TRUE,FALSE,NA,NA,"   Wednesday afternoon FTGS panel   WC Embodiment  Experience  War  Methodological Challenges  Reflections  pm  Chart A  ",2015-02-17 20:28:00,2
"2633","RT @raulpacheco: Best advice EVER RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, …",FALSE,0,NA,2015-02-18 02:22:48,FALSE,NA,"567871824765140992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ToniHaastrup",5,TRUE,FALSE,NA,NA,"   Best advice EVER    Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  ",2015-02-17 20:22:48,5
"2634","Wednesday afternoon FTGS panel: #WC18 Embodiment, Experience &amp; War: Methodological Challenges &amp; Reflections 1:45pm, Chart A, Hilton #ISA2015",FALSE,2,NA,2015-02-18 02:20:13,FALSE,NA,"567871175352668160",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",2,FALSE,FALSE,NA,NA,"Wednesday afternoon FTGS panel   WC Embodiment  Experience  War  Methodological Challenges  Reflections  pm  Chart A  Hilton  ISA",2015-02-17 20:20:13,4
"2635","The bourbon street crowd is a bit more lively than the Hilton riverside crowd. #obviousisa2015observations #isa2015",FALSE,3,NA,2015-02-18 02:14:11,FALSE,NA,"567869658352590848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjoelvoss",0,FALSE,FALSE,"-90.06751489","29.94894626","The bourbon street crowd is a bit more lively than the Hilton riverside crowd   obviousisaobservations  isa",2015-02-17 20:14:11,3
"2636","RT @FlorianKrampe: Looking forward to our roundtable on #Environmental #Peacebuilding @ #isa2015 http://t.co/75ZbQAwg4i",FALSE,0,NA,2015-02-18 02:12:13,FALSE,NA,"567869163017932801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BSCSustain",4,TRUE,FALSE,NA,NA,"   Looking forward to our roundtable on  Environmental  Peacebuilding    isa ",2015-02-17 20:12:13,4
"2637","Also, if you are an #ISA2015 goer currently in a New Orleans hotel, turn the TV to a local station for a culture shock. #RexComus",FALSE,3,NA,2015-02-18 02:10:42,FALSE,NA,"567868781961306112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Allison_Good1",0,FALSE,FALSE,NA,NA,"Also  if you are an  ISA goer currently in a New Orleans hotel  turn the TV to a local station for a culture shock   RexComus",2015-02-17 20:10:42,3
"2638","All you #ISA2015 goers had better eat the hell out of New Orleans for me, since I'm not there.",FALSE,2,NA,2015-02-18 02:07:19,FALSE,NA,"567867930463072257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Allison_Good1",0,FALSE,FALSE,NA,NA,"All you  ISA goers had better eat the hell out of New Orleans for me  since I m not there ",2015-02-17 20:07:19,2
"2639","Wednesday morning FTGS panel: #WB78 Women’s Activism in Revolutions and Crises, 10:30, Suite 829, Hilton #ISA2015",FALSE,1,NA,2015-02-18 02:05:09,FALSE,NA,"567867383307567106",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",0,FALSE,FALSE,NA,NA,"Wednesday morning FTGS panel   WB Womens Activism in Revolutions and Crises     Suite   Hilton  ISA",2015-02-17 20:05:09,1
"2640","RT @FlorianKrampe: Looking forward to our roundtable on #Environmental #Peacebuilding @ #isa2015 http://t.co/75ZbQAwg4i",FALSE,0,NA,2015-02-18 01:58:07,FALSE,NA,"567865615987273728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geoffdabelko",4,TRUE,FALSE,NA,NA,"   Looking forward to our roundtable on  Environmental  Peacebuilding    isa ",2015-02-17 19:58:07,4
"2641","RT @lightlight: Overheard on Nola flight: ""so you're going to a political science conference? Do you all just have a lot of opinionated arg…",FALSE,0,NA,2015-02-18 01:55:47,FALSE,NA,"567865025982898176",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","djpressman",2,TRUE,FALSE,NA,NA,"   Overheard on Nola flight   so you re going to a political science conference  Do you all just have a lot of opinionated arg",2015-02-17 19:55:47,2
"2642","RT @AdamDavidMorton: If you are enjoying #ISA2015 you might like to read Martijn Konings' post on *What is Constructivism For?* http://t.co…",FALSE,0,NA,2015-02-18 01:54:30,FALSE,NA,"567864704325910528",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","djpressman",1,TRUE,FALSE,NA,NA,"   If you are enjoying  ISA you might like to read Martijn Konings  post on  What is Constructivism For   ",2015-02-17 19:54:30,1
"2643","Done with the #ISA2015 GC business ... on to the @SecDialogue dinner. Can't wait!",FALSE,2,NA,2015-02-18 01:53:52,FALSE,NA,"567864543382106112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ATRWibben",0,FALSE,FALSE,NA,NA,"Done with the  ISA GC business     on to the  dinner  Can t wait ",2015-02-17 19:53:52,2
"2644","So ISA 2016 will begin in Times Square on NYE then? Whose idea was this? #ISA2015",FALSE,2,NA,2015-02-18 01:48:05,FALSE,NA,"567863087908270081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McIRmack",0,FALSE,FALSE,NA,NA,"So ISA  will begin in Times Square on NYE then  Whose idea was this   ISA",2015-02-17 19:48:05,2
"2645","RT @michellefrasher: And again, #ISA2015 schedules #security &amp; #illicit #finance panels at the same time.  I need a clone, or a secretary.",FALSE,0,NA,2015-02-18 01:46:12,FALSE,NA,"567862613222244352",NA,"<a href=""http://socialmediaintegrator.net"" rel=""nofollow"">SocialMediaIntegrator</a>","FinanceWeekly1",2,TRUE,FALSE,NA,NA,"   And again   ISA schedules  security   illicit  finance panels at the same time   I need a clone  or a secretary ",2015-02-17 19:46:12,2
"2646","This is the topic of my presentation tomorrow at #ISA2015 - Genocide by a non state actor #ISIS",FALSE,1,NA,2015-02-18 01:45:25,FALSE,NA,"567862419357175809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CraigAWhiteside",0,FALSE,FALSE,NA,NA,"This is the topic of my presentation tomorrow at  ISA   Genocide by a non state actor  ISIS",2015-02-17 19:45:25,1
"2647","Wed morn FTGS panel: #WB62 Global Health in the Military? Gender &amp; Redef of Fitness, Injury &amp; Disability, 10:30, Pelican, Hilton. #ISA2015",FALSE,2,NA,2015-02-18 01:45:15,FALSE,NA,"567862377170870273",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",2,FALSE,FALSE,NA,NA,"Wed morn FTGS panel   WB Global Health in the Military  Gender  Redef of Fitness  Injury  Disability     Pelican  Hilton   ISA",2015-02-17 19:45:15,4
"2648","And again, #ISA2015 schedules #security &amp; #illicit #finance panels at the same time.  I need a clone, or a secretary.",FALSE,0,NA,2015-02-18 01:45:02,FALSE,NA,"567862321017708544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michellefrasher",2,FALSE,FALSE,NA,NA,"And again   ISA schedules  security   illicit  finance panels at the same time   I need a clone  or a secretary ",2015-02-17 19:45:02,2
"2649","for the first time ever, I wasn't asked a SINGLE question at immigration. Hello, Amreekah, what happened to you? #ISA2015",FALSE,1,NA,2015-02-18 01:37:40,FALSE,NA,"567860466422120449",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","SahibanInExile",1,FALSE,FALSE,NA,NA,"for the first time ever  I wasn t asked a SINGLE question at immigration  Hello  Amreekah  what happened to you   ISA",2015-02-17 19:37:40,2
"2650","After a delayed flight, a reroute through Chicago, I am waiting for my connection to #NOLA. Not sure when I am to sleep.#ISA2015",FALSE,0,NA,2015-02-18 01:36:15,FALSE,NA,"567860112347553792",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","SahibanInExile",0,FALSE,FALSE,NA,NA,"After a delayed flight  a reroute through Chicago  I am waiting for my connection to  NOLA  Not sure when I am to sleep  ISA",2015-02-17 19:36:15,0
"2651","Once again reminded that academics are the most awkward figures in airport waiting rooms #ISA2015 #NewarkIsTheWorst #NOLAherewecome",FALSE,0,NA,2015-02-18 01:28:50,FALSE,NA,"567858246742073345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ottawa_jen",0,FALSE,FALSE,NA,NA,"Once again reminded that academics are the most awkward figures in airport waiting rooms  ISA  NewarkIsTheWorst  NOLAherewecome",2015-02-17 19:28:50,0
"2652","Heading out for a stroll in the Quarter. Any #ISA2015 peeps in the area, give a shout!",FALSE,2,NA,2015-02-18 01:27:07,FALSE,NA,"567857811180294144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rwwishart",0,FALSE,FALSE,NA,NA,"Heading out for a stroll in the Quarter  Any  ISA peeps in the area  give a shout ",2015-02-17 19:27:07,2
"2653","Wednesday morning FTGS panel: #WB51: Debating Neoliberal Feminisms and Global Governance, 10:30am, St. Tammany, Loews #ISA2015",FALSE,0,NA,2015-02-18 01:20:09,FALSE,NA,"567856061396336640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ftgs_isa",0,FALSE,FALSE,NA,NA,"Wednesday morning FTGS panel   WB  Debating Neoliberal Feminisms and Global Governance   am  St  Tammany  Loews  ISA",2015-02-17 19:20:09,0
"2654","Just barely made my connecting flight to #ISA2015 with clear skies and warm weather. Worried about east coast colleagues...",FALSE,0,NA,2015-02-18 01:15:33,FALSE,NA,"567854902585749506",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","wnomikos",0,FALSE,FALSE,NA,NA,"Just barely made my connecting flight to  ISA with clear skies and warm weather  Worried about east coast colleagues   ",2015-02-17 19:15:33,0
"2655","Best advice EVER RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, be kind.",FALSE,8,NA,2015-02-18 01:13:57,FALSE,NA,"567854499836092416",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",5,FALSE,FALSE,"-73.75632374","45.45467127","Best advice EVER    Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  be kind ",2015-02-17 19:13:57,13
"2656","RT @paulahanasz: I've spotted some world leaders at Mardi Gras, but i think it's safe to assume they're just here to attend #ISA2015 http:/…",FALSE,0,NA,2015-02-18 01:13:53,FALSE,NA,"567854480877694978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZohaWaseem",4,TRUE,FALSE,NA,NA,"   I ve spotted some world leaders at Mardi Gras  but i think it s safe to assume they re just here to attend  ISA ",2015-02-17 19:13:53,4
"2657","Flight full of #isa2015 worried about whether they will make their next flight. I was on it. Everyone was writing/reading/preparing paper.",FALSE,2,NA,2015-02-18 01:13:44,FALSE,NA,"567854446572630016",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0","Flight full of  isa worried about whether they will make their next flight  I was on it  Everyone was writing reading preparing paper ",2015-02-17 19:13:44,2
"2658","Chilling with @ASiAUSF at the #ISA2015 Ball! #usf #tampa http://t.co/39Z0RQN9Xv",FALSE,1,NA,2015-02-18 01:10:24,FALSE,NA,"567853606910763008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USFoodies",0,FALSE,FALSE,NA,NA,"Chilling with  at the  ISA Ball   usf  tampa ",2015-02-17 19:10:24,1
