"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleantext","date","popular"
"1","The ""white"" #ISA2015 will not stop me...I hope to arrive by tomorrow evening. :) see you all.",FALSE,1,NA,2015-02-16 23:45:42,FALSE,NA,"567469902894989313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","swatipash",0,FALSE,FALSE,NA,NA,"The  white   ISA will not stop me   I hope to arrive by tomorrow evening     see you all ",2015-02-16 17:45:42,1
"2","RT @PabloK: If you're seeking a decidedly less white view of IR at #ISA2015, here's a #RubySeries lists of alternatives: http://t.co/kPU8hU…",FALSE,0,NA,2015-02-16 23:42:17,FALSE,NA,"567469040667750401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FlorianKrampe",29,TRUE,FALSE,NA,NA,"   If you re seeking a decidedly less white view of IR at  ISA  here s a  RubySeries lists of alternatives  ",2015-02-16 17:42:17,29
"3","The Methods Cafe (TB02) is returning to #ISA2015 with more experts and more topics than ever! Full line-up at http://t.co/E2GaZlszJt #css",FALSE,1,NA,2015-02-16 23:15:02,FALSE,NA,"567462183622033409",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","caiwilkinson",1,FALSE,FALSE,NA,NA,"The Methods Cafe  TB  is returning to  ISA with more experts and more topics than ever  Full line up at ",2015-02-16 17:15:02,2
"4","RT @akawanja: Dallas. Almost nola. Thursday ""Explosive Affairs:Transnational Cooperation &amp; the Escalation of Violence"" on ""what resistance""…",FALSE,0,NA,2015-02-16 22:54:26,FALSE,NA,"567457001089687552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maxlesch",1,TRUE,FALSE,NA,NA,"   Dallas  Almost nola  Thursday  Explosive Affairs Transnational Cooperation  the Escalation of Violence  on  what resistance ",2015-02-16 16:54:26,1
"5","Touch down in NOLA for #ISA2015",FALSE,0,NA,2015-02-16 22:54:03,FALSE,NA,"567456902666133504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom_Gregory",0,FALSE,FALSE,NA,NA,"Touch down in NOLA for  ISA",2015-02-16 16:54:03,0
"6","RT @PabloK: If you're seeking a decidedly less white view of IR at #ISA2015, here's a #RubySeries lists of alternatives: http://t.co/kPU8hU…",FALSE,0,NA,2015-02-16 22:53:29,FALSE,NA,"567456760223784963",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","debthompsonphd",29,TRUE,FALSE,NA,NA,"   If you re seeking a decidedly less white view of IR at  ISA  here s a  RubySeries lists of alternatives  ",2015-02-16 16:53:29,29
"7","Dallas. Almost nola. Thursday ""Explosive Affairs:Transnational Cooperation &amp; the Escalation of Violence"" on ""what resistance"" panel #ISA2015",FALSE,2,NA,2015-02-16 22:49:31,FALSE,NA,"567455763103117312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akawanja",1,FALSE,FALSE,NA,NA,"Dallas  Almost nola  Thursday  Explosive Affairs Transnational Cooperation  the Escalation of Violence  on  what resistance  panel  ISA",2015-02-16 16:49:31,3
"8","RT @DJGalbreath: At #ISA2015 will be talking about how comparative national defence is being shaped by variable cash and combat ops.",FALSE,0,NA,2015-02-16 22:37:34,FALSE,NA,"567452757553324032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OSBalancer",1,TRUE,FALSE,NA,NA,"   At  ISA will be talking about how comparative national defence is being shaped by variable cash and combat ops ",2015-02-16 16:37:34,1
"9","And so begins the epic voyage to #ISA2015. Super excited about panels and meetings and N'Awlins, oh my! See you on the other side, tweeps.",FALSE,2,NA,2015-02-16 22:37:07,FALSE,NA,"567452642557718528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","drljshepherd",0,FALSE,FALSE,NA,NA,"And so begins the epic voyage to  ISA  Super excited about panels and meetings and N Awlins  oh my  See you on the other side  tweeps ",2015-02-16 16:37:07,2
"10","At #ISA2015 will be talking about how comparative national defence is being shaped by variable cash and combat ops.",FALSE,2,NA,2015-02-16 22:30:53,FALSE,NA,"567451076220440576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJGalbreath",1,FALSE,FALSE,NA,NA,"At  ISA will be talking about how comparative national defence is being shaped by variable cash and combat ops ",2015-02-16 16:30:53,3
"11","RT @MaxAbrahms: At #ISA2015 I'll be discussing the latest research on terrorism, civil war, bombing technology, drones and other government…",FALSE,0,NA,2015-02-16 22:29:47,FALSE,NA,"567450796816883712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJGalbreath",2,TRUE,FALSE,NA,NA,"   At  ISA I ll be discussing the latest research on terrorism  civil war  bombing technology  drones and other government",2015-02-16 16:29:47,2
"12","Biggest downside to ISA hotel. They charge you to use the gym! #ISA2015",FALSE,0,NA,2015-02-16 22:16:51,FALSE,NA,"567447542993264641",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DenisonBe",0,FALSE,FALSE,NA,NA,"Biggest downside to ISA hotel  They charge you to use the gym   ISA",2015-02-16 16:16:51,0
"13","RT @RebAdlerNissen: Looking forward to #methods workshop at #ISA2015 - check out the program: https://t.co/5Xj9YVsxtW",FALSE,0,NA,2015-02-16 22:08:59,FALSE,NA,"567445561385574400",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","sydneyciss",3,TRUE,FALSE,NA,NA,"   Looking forward to  methods workshop at  ISA   check out the program  ",2015-02-16 16:08:59,3
"14","RT @isanet: Welcome to the #ISA2015 Exhibition Hall (w/ free WiFi !!) - http://t.co/Qwg6P7uWJQ",FALSE,0,NA,2015-02-16 21:39:44,FALSE,NA,"567438202718670848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shubranshu1234",8,TRUE,FALSE,NA,NA,"   Welcome to the  ISA Exhibition Hall  w  free WiFi       ",2015-02-16 15:39:44,8
"15","RT @Rout_PoliticsIR: At #ISA2015? We'd like to invite you for a glass of wine &amp; a Canapé with us at the Routledge reception| More details: …",FALSE,0,NA,2015-02-16 21:38:01,FALSE,NA,"567437769581268995",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shubranshu1234",5,TRUE,FALSE,NA,NA,"   At  ISA  We d like to invite you for a glass of wine  a Canap with us at the Routledge reception  More details  ",2015-02-16 15:38:01,5
"16","RT @Tom_Gregory: Trying to get to NOLA for #ISA2015 and uni has booked me on a flight to Fiji by mistake. Decisions, decisions, decisions...",FALSE,0,NA,2015-02-16 21:34:12,FALSE,NA,"567436807932215297",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shubranshu1234",1,TRUE,FALSE,NA,NA,"   Trying to get to NOLA for  ISA and uni has booked me on a flight to Fiji by mistake  Decisions  decisions  decisions   ",2015-02-16 15:34:12,1
"17","RT @mongkoknights: Critical Security Studies Methods Café @ #ISA2015 looks good! Got my eye on the narrative + sexualities/gender ones. htt…",FALSE,0,NA,2015-02-16 21:28:14,FALSE,NA,"567435307000561665",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ftgs_isa",4,TRUE,FALSE,NA,NA,"   Critical Security Studies Methods Caf    ISA looks good  Got my eye on the narrative   sexualities gender ones  htt",2015-02-16 15:28:14,4
"18","RT @susanmthomson: New Field Methods &amp; Ethics in Difficult Settings website nearly ready. Sign up or submit a working paper: http://t.co/nz…",FALSE,0,NA,2015-02-16 21:27:52,FALSE,NA,"567435214000242688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ftgs_isa",3,TRUE,FALSE,NA,NA,"   New Field Methods  Ethics in Difficult Settings website nearly ready  Sign up or submit a working paper  ",2015-02-16 15:27:52,3
"19","RT @ATRWibben: Going to #ISA2015? Looking for some #feministIR scholars to follow? Check out @ftgs_isa tweeps  #ScholarSunday",FALSE,0,NA,2015-02-16 21:24:28,FALSE,NA,"567434359414587392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","rochelle_layla",8,TRUE,FALSE,NA,NA,"   Going to  ISA  Looking for some  feministIR scholars to follow  Check out  tweeps   ScholarSunday",2015-02-16 15:24:28,8
"20","On our way to the #ISA2015. We computed the buzz words of the 2015 ISA conference. Visit us at our Exhibit Booth 416. http://t.co/iOkjKPK81b",FALSE,1,NA,2015-02-16 21:21:36,FALSE,NA,"567433640515477504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProvalisRes",0,FALSE,FALSE,NA,NA,"On our way to the  ISA  We computed the buzz words of the  ISA conference  Visit us at our Exhibit Booth   ",2015-02-16 15:21:36,1
"21","Landed at NOLA for #ISA2015 on the coldest day of the year. Dreading going back North already. Looking fwd to #payitforward workshop &amp; panel",FALSE,1,NA,2015-02-16 21:17:07,FALSE,NA,"567432509110374402",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hande_og_fu",0,FALSE,FALSE,NA,NA,"Landed at NOLA for  ISA on the coldest day of the year  Dreading going back North already  Looking fwd to  payitforward workshop  panel",2015-02-16 15:17:07,1
"22","I will finish my presentation and not fall a sleep in the middle of the afternoozzzzzzzzzzz... #ISA2015",FALSE,2,NA,2015-02-16 21:04:31,FALSE,NA,"567429338988298240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","huippumisukka",0,FALSE,FALSE,NA,NA,"I will finish my presentation and not fall a sleep in the middle of the afternoozzzzzzzzzzz     ISA",2015-02-16 15:04:31,2
"23","Countdown to #isa2015 (@ TAV Primeclass Lounge in İstanbul, Türkiye) https://t.co/EivrN8g6ri",FALSE,0,NA,2015-02-16 20:59:13,FALSE,NA,"567428007191924737",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","efesevin",0,FALSE,FALSE,"28.81772538","40.97712658","Countdown to  isa    TAV Primeclass Lounge in stanbul  Trkiye  ",2015-02-16 14:59:13,0
"24","Chilling in ATL answering emails after a long flight from LHR. Taking off for NOLA in an hour! #ISA2015",FALSE,2,NA,2015-02-16 20:56:21,FALSE,NA,"567427283204722688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaurenBWilcox",0,FALSE,FALSE,NA,NA,"Chilling in ATL answering emails after a long flight from LHR  Taking off for NOLA in an hour   ISA",2015-02-16 14:56:21,2
"25","RT @PabloK: Why Tell Stories? At #ISA2015. Or anywhere else, for that matter. http://t.co/NNnXg7oKSH",FALSE,0,NA,2015-02-16 20:42:20,FALSE,NA,"567423755472084992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vyadav",4,TRUE,FALSE,NA,NA,"   Why Tell Stories  At  ISA  Or anywhere else  for that matter  ",2015-02-16 14:42:20,4
"26","RT @MeganhMackenzie: is blue the new white- read Cynthia Weber's @DuckofMinerva post on race and #ISA2015 here http://t.co/e6mvtLXuiW",FALSE,0,NA,2015-02-16 20:41:15,FALSE,NA,"567423482921615360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",2,TRUE,FALSE,NA,NA,"   is blue the new white  read Cynthia Weber s  post on race and  ISA here ",2015-02-16 14:41:15,2
"27","FYI, ""New Orleans"" is pronounced with 2, 3, or 4 syllables, depending on how far away you live from it. #isa2015",FALSE,5,NA,2015-02-16 20:41:14,FALSE,NA,"567423481273257984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brian_jphillips",5,FALSE,FALSE,NA,NA,"FYI   New Orleans  is pronounced with     or  syllables  depending on how far away you live from it   isa",2015-02-16 14:41:14,10
"28","Wishing all #ISA2015 delegates a good journey to NO. Our Managing Editor @SassanGholiagha will be attending too.",FALSE,2,NA,2015-02-16 20:33:13,FALSE,NA,"567421461439463425",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GlobConJournal",0,FALSE,FALSE,NA,NA,"Wishing all  ISA delegates a good journey to NO  Our Managing Editor  will be attending too ",2015-02-16 14:33:13,2
"29","RT @PabloK: If you're seeking a decidedly less white view of IR at #ISA2015, here's a #RubySeries lists of alternatives: http://t.co/kPU8hU…",FALSE,0,NA,2015-02-16 20:32:01,FALSE,NA,"567421159755743234",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","spaceforpeace",29,TRUE,FALSE,NA,NA,"   If you re seeking a decidedly less white view of IR at  ISA  here s a  RubySeries lists of alternatives  ",2015-02-16 14:32:01,29
"30","Leaving for New Orleans tomorrow. Looking forward to the #ISA2015, seeing friends, and cocktails!",FALSE,0,NA,2015-02-16 20:28:14,FALSE,NA,"567420210190487553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darpadreaming",0,FALSE,FALSE,NA,NA,"Leaving for New Orleans tomorrow  Looking forward to the  ISA  seeing friends  and cocktails ",2015-02-16 14:28:14,0
"31","RT @dtchimp: Some Thoughts on ""Alternative Academic Careers"" http://t.co/0x4xQ32Yl0 Blogged preview of my remarks for a Fri PM panel at #IS…",FALSE,0,NA,2015-02-16 20:25:19,FALSE,NA,"567419476124397569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jntrisko",9,TRUE,FALSE,NA,NA,"   Some Thoughts on  Alternative Academic Careers  ",2015-02-16 14:25:19,9
"32","RT @M_A_Vieira: Doing a bit of essential research just before heading to #ISA2015
http://t.co/6vXeio3eM1",FALSE,0,NA,2015-02-16 20:04:28,FALSE,NA,"567414226050752513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tanyabschwarz",2,TRUE,FALSE,NA,NA,"   Doing a bit of essential research just before heading to  ISA",2015-02-16 14:04:28,2
"33","RT @ftgs_isa: We're hoping @texasinafrica was serious about the #ISA2015 #mansplaining #bingo...",FALSE,0,NA,2015-02-16 20:00:41,FALSE,NA,"567413277186326528",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","huippumisukka",1,TRUE,FALSE,NA,NA,"   We re hoping  was serious about the  ISA  mansplaining  bingo   ",2015-02-16 14:00:41,1
"34","RT @MeeraSabaratnam: Daigle on vulnerability, story-telling: excellent preface to #everydaysexism #ISA2015 panel TA29 @ATRWibben @PabloK ht…",FALSE,0,NA,2015-02-16 20:00:32,FALSE,NA,"567413236203790336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","huippumisukka",4,TRUE,FALSE,NA,NA,"   Daigle on vulnerability  story telling  excellent preface to  everydaysexism  ISA panel TA   ht",2015-02-16 14:00:32,4
"35","Twitter timeline indicates many  colleagues already on route to #ISA2015. Seems academics not as time-pressured as they complain about ;)",FALSE,2,NA,2015-02-16 19:59:34,FALSE,NA,"567412992233721858",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RZondervan",0,FALSE,FALSE,NA,NA,"Twitter timeline indicates many  colleagues already on route to  ISA  Seems academics not as time pressured as they complain about   ",2015-02-16 13:59:34,2
"36","RT @MeeraSabaratnam: Daigle on vulnerability, story-telling: excellent preface to #everydaysexism #ISA2015 panel TA29 @ATRWibben @PabloK ht…",FALSE,0,NA,2015-02-16 19:57:19,FALSE,NA,"567412427034075136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ATRWibben",4,TRUE,FALSE,NA,NA,"   Daigle on vulnerability  story telling  excellent preface to  everydaysexism  ISA panel TA   ht",2015-02-16 13:57:19,4
"37","RT @ATRWibben: #Read co-program chair @bilgin_pinar (2008) piece ""Thinking Past ‘Western’ IR?"" http://t.co/3DhKEoYdzn #ISA2015 #Ruby http:/…",FALSE,0,NA,2015-02-16 19:53:10,FALSE,NA,"567411383357022209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tanyabschwarz",2,TRUE,FALSE,NA,NA,"    Read co program chair     piece  Thinking Past Western IR   ",2015-02-16 13:53:10,2
"38","@mjoelvoss My theory is that if I'm not writing it in the conference hotel, that's a win. #ISA2015",FALSE,4,"mjoelvoss",2015-02-16 19:53:09,FALSE,"567411041064480768","567411381453213696","60258809","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kcroninfurman",1,FALSE,FALSE,NA,NA," My theory is that if I m not writing it in the conference hotel  that s a win   ISA",2015-02-16 13:53:09,5
"39","All of my panelists turned in their #ISA2015 papers on time. I'm kind of speechless.",FALSE,2,NA,2015-02-16 19:50:26,FALSE,NA,"567410697668399104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mjoelvoss",1,FALSE,FALSE,NA,NA,"All of my panelists turned in their  ISA papers on time  I m kind of speechless ",2015-02-16 13:50:26,3
"40","RT @dtchimp: Some Thoughts on ""Alternative Academic Careers"" http://t.co/0x4xQ32Yl0 Blogged preview of my remarks for a Fri PM panel at #IS…",FALSE,0,NA,2015-02-16 19:47:57,FALSE,NA,"567410071156846594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davinoregan",9,TRUE,FALSE,NA,NA,"   Some Thoughts on  Alternative Academic Careers  ",2015-02-16 13:47:57,9
"41","RT @dtchimp: Some Thoughts on ""Alternative Academic Careers"" http://t.co/0x4xQ32Yl0 Blogged preview of my remarks for a Fri PM panel at #IS…",FALSE,0,NA,2015-02-16 19:46:31,FALSE,NA,"567409712086650880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mil_historicus",9,TRUE,FALSE,NA,NA,"   Some Thoughts on  Alternative Academic Careers  ",2015-02-16 13:46:31,9
"42","RT @PabloK: Why Tell Stories? At #ISA2015. Or anywhere else, for that matter. http://t.co/NNnXg7oKSH",FALSE,0,NA,2015-02-16 19:46:24,FALSE,NA,"567409682776875008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mghacademic",4,TRUE,FALSE,NA,NA,"   Why Tell Stories  At  ISA  Or anywhere else  for that matter  ",2015-02-16 13:46:24,4
"43","NFG Final Report Published http://t.co/jxsvuHc4U9 #ISA2015 #China-EU #India-EU",FALSE,0,NA,2015-02-16 19:43:38,FALSE,NA,"567408986354249728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AsianPerception",0,FALSE,FALSE,NA,NA,"NFG Final Report Published ",2015-02-16 13:43:38,0
"44","Some Thoughts on ""Alternative Academic Careers"" http://t.co/0x4xQ32Yl0 Blogged preview of my remarks for a Fri PM panel at #ISA2015,",FALSE,10,NA,2015-02-16 19:40:43,FALSE,NA,"567408250660732928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dtchimp",9,FALSE,FALSE,NA,NA,"Some Thoughts on  Alternative Academic Careers  ",2015-02-16 13:40:43,19
"45","Daigle on vulnerability, story-telling: excellent preface to #everydaysexism #ISA2015 panel TA29 @ATRWibben @PabloK http://t.co/3ZfOWtRWRl",FALSE,1,"MeeraSabaratnam",2015-02-16 19:37:31,FALSE,"567406673384701953","567407446260719617","222961133","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeeraSabaratnam",4,FALSE,FALSE,NA,NA,"Daigle on vulnerability  story telling  excellent preface to  everydaysexism  ISA panel TA   ",2015-02-16 13:37:31,5
"46","RT @palmacpolitics: We are attending ISA this week! Be sure to stop by our booth (503, 505, 507) to browse our books and speak with our edi…",FALSE,0,NA,2015-02-16 19:36:39,FALSE,NA,"567407227481251840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","patrickamello",2,TRUE,FALSE,NA,NA,"   We are attending ISA this week  Be sure to stop by our booth        to browse our books and speak with our edi",2015-02-16 13:36:39,2
"47","We're hoping @texasinafrica was serious about the #ISA2015 #mansplaining #bingo...",FALSE,4,NA,2015-02-16 19:32:50,FALSE,NA,"567406266138382337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",1,FALSE,FALSE,NA,NA,"We re hoping  was serious about the  ISA  mansplaining  bingo   ",2015-02-16 13:32:50,5
"48","RT @Jamiejhagen: Getting creative with my travel plans to get out of Boston before the next storm so I make it to #ISA2015! http://t.co/Php…",FALSE,0,NA,2015-02-16 19:31:06,FALSE,NA,"567405828626317313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",1,TRUE,FALSE,NA,NA,"   Getting creative with my travel plans to get out of Boston before the next storm so I make it to  ISA  ",2015-02-16 13:31:06,1
"49","RT @PabloK: Why Tell Stories? At #ISA2015. Or anywhere else, for that matter. http://t.co/NNnXg7oKSH",FALSE,0,NA,2015-02-16 19:30:46,FALSE,NA,"567405745805619201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",4,TRUE,FALSE,NA,NA,"   Why Tell Stories  At  ISA  Or anywhere else  for that matter  ",2015-02-16 13:30:46,4
"50","RT @ATRWibben: I'll be there! And on #ISA2015 panel #SD41 for a convo about (#feministIR #FemSecSt) #method/ology. cc:@caiwilkinson http://…",FALSE,0,NA,2015-02-16 19:30:14,FALSE,NA,"567405612024098816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",1,TRUE,FALSE,NA,NA,"   I ll be there  And on  ISA panel  SD for a convo about   feministIR  FemSecSt   method ology  cc   ",2015-02-16 13:30:14,1
"51","RT @caiwilkinson: The Methods Cafe (TB02) is returning to #ISA2015 with more experts and more topics than ever! Full line-up at http://t.co…",FALSE,0,NA,2015-02-16 19:30:09,FALSE,NA,"567405590796726273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",8,TRUE,FALSE,NA,NA,"   The Methods Cafe  TB  is returning to  ISA with more experts and more topics than ever  Full line up at ",2015-02-16 13:30:09,8
"52","Thanks, @LairdofMidtown! We'll see you at #isa2015 - #FTGS'ers for the win.",FALSE,0,"LairdofMidtown",2015-02-16 19:29:32,FALSE,"567388133579554817","567405434676338688","834001686","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",0,FALSE,FALSE,NA,NA,"Thanks    We ll see you at  isa    FTGS ers for the win ",2015-02-16 13:29:32,0
"53","Touchdown #NOLA #ISA2015 http://t.co/1yZoFPvBsz",FALSE,1,NA,2015-02-16 19:28:02,FALSE,NA,"567405059374211073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZohaWaseem",0,FALSE,FALSE,NA,NA,"Touchdown  NOLA  ISA ",2015-02-16 13:28:02,1
"54","RT @PabloK: The Westfailure System, With LOLS. http://t.co/UYAXaxQf9c #ISA2015",FALSE,0,NA,2015-02-16 19:15:17,FALSE,NA,"567401851180445697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ATRWibben",3,TRUE,FALSE,NA,NA,"   The Westfailure System  With LOLS  ",2015-02-16 13:15:17,3
"55","Revisiting Amsterdammertjes and the pixelation of Google Maps in the Netherlands for #ISA2015.",FALSE,0,NA,2015-02-16 19:09:08,FALSE,NA,"567400302157262848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","adamnowek",1,FALSE,FALSE,NA,NA,"Revisiting Amsterdammertjes and the pixelation of Google Maps in the Netherlands for  ISA ",2015-02-16 13:09:08,1
"56","RT @PabloK: Why Tell Stories? At #ISA2015. Or anywhere else, for that matter. http://t.co/NNnXg7oKSH",FALSE,0,NA,2015-02-16 19:07:43,FALSE,NA,"567399945104523264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","huippumisukka",4,TRUE,FALSE,NA,NA,"   Why Tell Stories  At  ISA  Or anywhere else  for that matter  ",2015-02-16 13:07:43,4
"57","RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, be kind.",FALSE,0,NA,2015-02-16 19:04:43,FALSE,NA,"567399192256348164",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARGohdes",13,TRUE,FALSE,NA,NA,"   Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  be kind ",2015-02-16 13:04:43,13
"58","#Read co-program chair @bilgin_pinar (2008) piece ""Thinking Past ‘Western’ IR?"" http://t.co/3DhKEoYdzn #ISA2015 #Ruby http://t.co/Y3mxx5mw7p",FALSE,2,NA,2015-02-16 19:03:04,FALSE,NA,"567398774709178370",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ATRWibben",2,FALSE,FALSE,NA,NA," Read co program chair     piece  Thinking Past Western IR   ",2015-02-16 13:03:04,4
"59","RT @RikeFranke: Going to #ISA2015 and interested in #drones? 41 papers to chose from! eg.by the wonderful @fjan1, @Mauro_Gilli, @mchorowitz…",FALSE,0,NA,2015-02-16 19:01:39,FALSE,NA,"567398419522523136",NA,"<a href=""https://plus.google.com/u/0/communities/111426869746887981540"" rel=""nofollow"">Giza for Android</a>","cyberacil",9,TRUE,FALSE,NA,NA,"   Going to  ISA and interested in  drones   papers to chose from  eg by the wonderful     ",2015-02-16 13:01:39,9
"60","I'll be there! And on #ISA2015 panel #SD41 for a convo about (#feministIR #FemSecSt) #method/ology. cc:@caiwilkinson http://t.co/xa1fr8sKVV",FALSE,1,"caiwilkinson",2015-02-16 18:59:21,FALSE,"567269681476554752","567397841107050496","49435421","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ATRWibben",1,FALSE,FALSE,NA,NA,"I ll be there  And on  ISA panel  SD for a convo about   feministIR  FemSecSt   method ology  cc  ",2015-02-16 12:59:21,2
"61","Nairobi &gt; Zürich &gt; D.C. &gt; New Orleans &gt; Houston &gt; D.C. &gt; Brussels &gt; Kigali &gt; Nairobi. The things I do for you, #ISA2015! #SorryEnvironment",FALSE,2,NA,2015-02-16 18:58:11,FALSE,NA,"567397545345708033",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mongkoknights",0,FALSE,FALSE,NA,NA,"Nairobi  gt  Zrich  gt  D C   gt  New Orleans  gt  Houston  gt  D C   gt  Brussels  gt  Kigali  gt  Nairobi  The things I do for you   ISA   SorryEnvironment",2015-02-16 12:58:11,2
"62","Why Tell Stories? At #ISA2015. Or anywhere else, for that matter. http://t.co/NNnXg7oKSH",FALSE,1,NA,2015-02-16 18:53:31,FALSE,NA,"567396372262170624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PabloK",4,FALSE,FALSE,NA,NA,"Why Tell Stories  At  ISA  Or anywhere else  for that matter  ",2015-02-16 12:53:31,5
"63","RT @caiwilkinson: The Methods Cafe (TB02) is returning to #ISA2015 with more experts and more topics than ever! Full line-up at http://t.co…",FALSE,0,NA,2015-02-16 18:52:40,FALSE,NA,"567396157395959808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ATRWibben",8,TRUE,FALSE,NA,NA,"   The Methods Cafe  TB  is returning to  ISA with more experts and more topics than ever  Full line up at ",2015-02-16 12:52:40,8
